,var1(t-10),var2(t-10),var3(t-10),var4(t-10),var5(t-10),var6(t-10),var7(t-10),var8(t-10),var9(t-10),var10(t-10),var1(t-9),var2(t-9),var3(t-9),var4(t-9),var5(t-9),var6(t-9),var7(t-9),var8(t-9),var9(t-9),var10(t-9),var1(t-8),var2(t-8),var3(t-8),var4(t-8),var5(t-8),var6(t-8),var7(t-8),var8(t-8),var9(t-8),var10(t-8),var1(t-7),var2(t-7),var3(t-7),var4(t-7),var5(t-7),var6(t-7),var7(t-7),var8(t-7),var9(t-7),var10(t-7),var1(t-6),var2(t-6),var3(t-6),var4(t-6),var5(t-6),var6(t-6),var7(t-6),var8(t-6),var9(t-6),var10(t-6),var1(t-5),var2(t-5),var3(t-5),var4(t-5),var5(t-5),var6(t-5),var7(t-5),var8(t-5),var9(t-5),var10(t-5),var1(t-4),var2(t-4),var3(t-4),var4(t-4),var5(t-4),var6(t-4),var7(t-4),var8(t-4),var9(t-4),var10(t-4),var1(t-3),var2(t-3),var3(t-3),var4(t-3),var5(t-3),var6(t-3),var7(t-3),var8(t-3),var9(t-3),var10(t-3),var1(t-2),var2(t-2),var3(t-2),var4(t-2),var5(t-2),var6(t-2),var7(t-2),var8(t-2),var9(t-2),var10(t-2),var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t)
22,13.0,0.034059787,89.0,25.2,33.4,0.0,0.0,1.0,0.0,1.0,14.0,0.036956117999999996,77.0,25.52,23.98,0.005104167,0.0,1.0,0.0,1.0,15.0,0.040098744,80.0,23.87,18.23,0.014583333,0.0,1.0,0.0,1.0,16.0,0.043508609000000004,78.0,24.62,19.57,0.008020833,0.0,1.0,0.0,1.0,17.0,0.047208437,76.0,26.32,22.98,0.016666667,0.0,1.0,0.0,1.0,18.0,0.051222887,60.0,27.14,16.24,0.00010416700000000001,0.0,1.0,0.0,1.0,19.0,0.055578712,79.0,29.23,17.64,0.0021875,0.0,1.0,0.0,1.0,20.0,0.060304942,83.0,30.53,22.67,0.0034375,0.0,1.0,0.0,1.0,21.0,0.065433075,83.0,32.9,44.0,0.00041237099999999997,0.0,1.0,0.0,1.0,22.0,0.070997287,69.0,32.87,42.98,0.0,0.0,1.0,0.0,1.0,23.0,0.077034662,75.0,30.78,38.09,0.0,0.0,1.0,0.0,1.0
23,14.0,0.036956117999999996,77.0,25.52,23.98,0.005104167,0.0,1.0,0.0,1.0,15.0,0.040098744,80.0,23.87,18.23,0.014583333,0.0,1.0,0.0,1.0,16.0,0.043508609000000004,78.0,24.62,19.57,0.008020833,0.0,1.0,0.0,1.0,17.0,0.047208437,76.0,26.32,22.98,0.016666667,0.0,1.0,0.0,1.0,18.0,0.051222887,60.0,27.14,16.24,0.00010416700000000001,0.0,1.0,0.0,1.0,19.0,0.055578712,79.0,29.23,17.64,0.0021875,0.0,1.0,0.0,1.0,20.0,0.060304942,83.0,30.53,22.67,0.0034375,0.0,1.0,0.0,1.0,21.0,0.065433075,83.0,32.9,44.0,0.00041237099999999997,0.0,1.0,0.0,1.0,22.0,0.070997287,69.0,32.87,42.98,0.0,0.0,1.0,0.0,1.0,23.0,0.077034662,75.0,30.78,38.09,0.0,0.0,1.0,0.0,1.0,24.0,0.083585435,84.0,30.92,30.83,0.0,0.0,1.0,0.0,1.0
24,15.0,0.040098744,80.0,23.87,18.23,0.014583333,0.0,1.0,0.0,1.0,16.0,0.043508609000000004,78.0,24.62,19.57,0.008020833,0.0,1.0,0.0,1.0,17.0,0.047208437,76.0,26.32,22.98,0.016666667,0.0,1.0,0.0,1.0,18.0,0.051222887,60.0,27.14,16.24,0.00010416700000000001,0.0,1.0,0.0,1.0,19.0,0.055578712,79.0,29.23,17.64,0.0021875,0.0,1.0,0.0,1.0,20.0,0.060304942,83.0,30.53,22.67,0.0034375,0.0,1.0,0.0,1.0,21.0,0.065433075,83.0,32.9,44.0,0.00041237099999999997,0.0,1.0,0.0,1.0,22.0,0.070997287,69.0,32.87,42.98,0.0,0.0,1.0,0.0,1.0,23.0,0.077034662,75.0,30.78,38.09,0.0,0.0,1.0,0.0,1.0,24.0,0.083585435,84.0,30.92,30.83,0.0,0.0,1.0,0.0,1.0,25.0,0.09069326400000001,82.0,29.09,31.87,0.0,0.0,1.0,0.0,1.0
25,16.0,0.043508609000000004,78.0,24.62,19.57,0.008020833,0.0,1.0,0.0,1.0,17.0,0.047208437,76.0,26.32,22.98,0.016666667,0.0,1.0,0.0,1.0,18.0,0.051222887,60.0,27.14,16.24,0.00010416700000000001,0.0,1.0,0.0,1.0,19.0,0.055578712,79.0,29.23,17.64,0.0021875,0.0,1.0,0.0,1.0,20.0,0.060304942,83.0,30.53,22.67,0.0034375,0.0,1.0,0.0,1.0,21.0,0.065433075,83.0,32.9,44.0,0.00041237099999999997,0.0,1.0,0.0,1.0,22.0,0.070997287,69.0,32.87,42.98,0.0,0.0,1.0,0.0,1.0,23.0,0.077034662,75.0,30.78,38.09,0.0,0.0,1.0,0.0,1.0,24.0,0.083585435,84.0,30.92,30.83,0.0,0.0,1.0,0.0,1.0,25.0,0.09069326400000001,82.0,29.09,31.87,0.0,0.0,1.0,0.0,1.0,26.0,0.098405519,80.0,31.28,26.34,0.0,0.0,1.0,0.0,1.0
26,17.0,0.047208437,76.0,26.32,22.98,0.016666667,0.0,1.0,0.0,1.0,18.0,0.051222887,60.0,27.14,16.24,0.00010416700000000001,0.0,1.0,0.0,1.0,19.0,0.055578712,79.0,29.23,17.64,0.0021875,0.0,1.0,0.0,1.0,20.0,0.060304942,83.0,30.53,22.67,0.0034375,0.0,1.0,0.0,1.0,21.0,0.065433075,83.0,32.9,44.0,0.00041237099999999997,0.0,1.0,0.0,1.0,22.0,0.070997287,69.0,32.87,42.98,0.0,0.0,1.0,0.0,1.0,23.0,0.077034662,75.0,30.78,38.09,0.0,0.0,1.0,0.0,1.0,24.0,0.083585435,84.0,30.92,30.83,0.0,0.0,1.0,0.0,1.0,25.0,0.09069326400000001,82.0,29.09,31.87,0.0,0.0,1.0,0.0,1.0,26.0,0.098405519,80.0,31.28,26.34,0.0,0.0,1.0,0.0,1.0,27.0,0.106773599,84.0,31.21,38.66,0.0,0.0,1.0,0.0,1.0
27,18.0,0.051222887,60.0,27.14,16.24,0.00010416700000000001,0.0,1.0,0.0,1.0,19.0,0.055578712,79.0,29.23,17.64,0.0021875,0.0,1.0,0.0,1.0,20.0,0.060304942,83.0,30.53,22.67,0.0034375,0.0,1.0,0.0,1.0,21.0,0.065433075,83.0,32.9,44.0,0.00041237099999999997,0.0,1.0,0.0,1.0,22.0,0.070997287,69.0,32.87,42.98,0.0,0.0,1.0,0.0,1.0,23.0,0.077034662,75.0,30.78,38.09,0.0,0.0,1.0,0.0,1.0,24.0,0.083585435,84.0,30.92,30.83,0.0,0.0,1.0,0.0,1.0,25.0,0.09069326400000001,82.0,29.09,31.87,0.0,0.0,1.0,0.0,1.0,26.0,0.098405519,80.0,31.28,26.34,0.0,0.0,1.0,0.0,1.0,27.0,0.106773599,84.0,31.21,38.66,0.0,0.0,1.0,0.0,1.0,28.0,0.115853273,85.0,29.05,39.71,0.0,0.0,1.0,0.0,1.0
28,19.0,0.055578712,79.0,29.23,17.64,0.0021875,0.0,1.0,0.0,1.0,20.0,0.060304942,83.0,30.53,22.67,0.0034375,0.0,1.0,0.0,1.0,21.0,0.065433075,83.0,32.9,44.0,0.00041237099999999997,0.0,1.0,0.0,1.0,22.0,0.070997287,69.0,32.87,42.98,0.0,0.0,1.0,0.0,1.0,23.0,0.077034662,75.0,30.78,38.09,0.0,0.0,1.0,0.0,1.0,24.0,0.083585435,84.0,30.92,30.83,0.0,0.0,1.0,0.0,1.0,25.0,0.09069326400000001,82.0,29.09,31.87,0.0,0.0,1.0,0.0,1.0,26.0,0.098405519,80.0,31.28,26.34,0.0,0.0,1.0,0.0,1.0,27.0,0.106773599,84.0,31.21,38.66,0.0,0.0,1.0,0.0,1.0,28.0,0.115853273,85.0,29.05,39.71,0.0,0.0,1.0,0.0,1.0,29.0,0.12570505199999998,83.0,30.13,28.26,0.0,0.0,1.0,0.0,1.0
29,20.0,0.060304942,83.0,30.53,22.67,0.0034375,0.0,1.0,0.0,1.0,21.0,0.065433075,83.0,32.9,44.0,0.00041237099999999997,0.0,1.0,0.0,1.0,22.0,0.070997287,69.0,32.87,42.98,0.0,0.0,1.0,0.0,1.0,23.0,0.077034662,75.0,30.78,38.09,0.0,0.0,1.0,0.0,1.0,24.0,0.083585435,84.0,30.92,30.83,0.0,0.0,1.0,0.0,1.0,25.0,0.09069326400000001,82.0,29.09,31.87,0.0,0.0,1.0,0.0,1.0,26.0,0.098405519,80.0,31.28,26.34,0.0,0.0,1.0,0.0,1.0,27.0,0.106773599,84.0,31.21,38.66,0.0,0.0,1.0,0.0,1.0,28.0,0.115853273,85.0,29.05,39.71,0.0,0.0,1.0,0.0,1.0,29.0,0.12570505199999998,83.0,30.13,28.26,0.0,0.0,1.0,0.0,1.0,30.0,0.136394594,93.0,29.66,23.72,0.0,0.0,1.0,0.0,1.0
30,21.0,0.065433075,83.0,32.9,44.0,0.00041237099999999997,0.0,1.0,0.0,1.0,22.0,0.070997287,69.0,32.87,42.98,0.0,0.0,1.0,0.0,1.0,23.0,0.077034662,75.0,30.78,38.09,0.0,0.0,1.0,0.0,1.0,24.0,0.083585435,84.0,30.92,30.83,0.0,0.0,1.0,0.0,1.0,25.0,0.09069326400000001,82.0,29.09,31.87,0.0,0.0,1.0,0.0,1.0,26.0,0.098405519,80.0,31.28,26.34,0.0,0.0,1.0,0.0,1.0,27.0,0.106773599,84.0,31.21,38.66,0.0,0.0,1.0,0.0,1.0,28.0,0.115853273,85.0,29.05,39.71,0.0,0.0,1.0,0.0,1.0,29.0,0.12570505199999998,83.0,30.13,28.26,0.0,0.0,1.0,0.0,1.0,30.0,0.136394594,93.0,29.66,23.72,0.0,0.0,1.0,0.0,1.0,31.0,0.147993139,95.0,30.96,31.29,0.0,0.0,1.0,0.0,1.0
31,22.0,0.070997287,69.0,32.87,42.98,0.0,0.0,1.0,0.0,1.0,23.0,0.077034662,75.0,30.78,38.09,0.0,0.0,1.0,0.0,1.0,24.0,0.083585435,84.0,30.92,30.83,0.0,0.0,1.0,0.0,1.0,25.0,0.09069326400000001,82.0,29.09,31.87,0.0,0.0,1.0,0.0,1.0,26.0,0.098405519,80.0,31.28,26.34,0.0,0.0,1.0,0.0,1.0,27.0,0.106773599,84.0,31.21,38.66,0.0,0.0,1.0,0.0,1.0,28.0,0.115853273,85.0,29.05,39.71,0.0,0.0,1.0,0.0,1.0,29.0,0.12570505199999998,83.0,30.13,28.26,0.0,0.0,1.0,0.0,1.0,30.0,0.136394594,93.0,29.66,23.72,0.0,0.0,1.0,0.0,1.0,31.0,0.147993139,95.0,30.96,31.29,0.0,0.0,1.0,0.0,1.0,32.0,0.160577985,99.0,32.08,30.2,0.0,0.0,1.0,0.0,1.0
32,23.0,0.077034662,75.0,30.78,38.09,0.0,0.0,1.0,0.0,1.0,24.0,0.083585435,84.0,30.92,30.83,0.0,0.0,1.0,0.0,1.0,25.0,0.09069326400000001,82.0,29.09,31.87,0.0,0.0,1.0,0.0,1.0,26.0,0.098405519,80.0,31.28,26.34,0.0,0.0,1.0,0.0,1.0,27.0,0.106773599,84.0,31.21,38.66,0.0,0.0,1.0,0.0,1.0,28.0,0.115853273,85.0,29.05,39.71,0.0,0.0,1.0,0.0,1.0,29.0,0.12570505199999998,83.0,30.13,28.26,0.0,0.0,1.0,0.0,1.0,30.0,0.136394594,93.0,29.66,23.72,0.0,0.0,1.0,0.0,1.0,31.0,0.147993139,95.0,30.96,31.29,0.0,0.0,1.0,0.0,1.0,32.0,0.160577985,99.0,32.08,30.2,0.0,0.0,1.0,0.0,1.0,33.0,0.174233005,95.0,30.53,22.76,0.001098901,0.0,1.0,0.0,1.0
33,24.0,0.083585435,84.0,30.92,30.83,0.0,0.0,1.0,0.0,1.0,25.0,0.09069326400000001,82.0,29.09,31.87,0.0,0.0,1.0,0.0,1.0,26.0,0.098405519,80.0,31.28,26.34,0.0,0.0,1.0,0.0,1.0,27.0,0.106773599,84.0,31.21,38.66,0.0,0.0,1.0,0.0,1.0,28.0,0.115853273,85.0,29.05,39.71,0.0,0.0,1.0,0.0,1.0,29.0,0.12570505199999998,83.0,30.13,28.26,0.0,0.0,1.0,0.0,1.0,30.0,0.136394594,93.0,29.66,23.72,0.0,0.0,1.0,0.0,1.0,31.0,0.147993139,95.0,30.96,31.29,0.0,0.0,1.0,0.0,1.0,32.0,0.160577985,99.0,32.08,30.2,0.0,0.0,1.0,0.0,1.0,33.0,0.174233005,95.0,30.53,22.76,0.001098901,0.0,1.0,0.0,1.0,34.0,0.189049202,89.0,30.1,25.39,0.00125,0.0,1.0,0.0,1.0
34,25.0,0.09069326400000001,82.0,29.09,31.87,0.0,0.0,1.0,0.0,1.0,26.0,0.098405519,80.0,31.28,26.34,0.0,0.0,1.0,0.0,1.0,27.0,0.106773599,84.0,31.21,38.66,0.0,0.0,1.0,0.0,1.0,28.0,0.115853273,85.0,29.05,39.71,0.0,0.0,1.0,0.0,1.0,29.0,0.12570505199999998,83.0,30.13,28.26,0.0,0.0,1.0,0.0,1.0,30.0,0.136394594,93.0,29.66,23.72,0.0,0.0,1.0,0.0,1.0,31.0,0.147993139,95.0,30.96,31.29,0.0,0.0,1.0,0.0,1.0,32.0,0.160577985,99.0,32.08,30.2,0.0,0.0,1.0,0.0,1.0,33.0,0.174233005,95.0,30.53,22.76,0.001098901,0.0,1.0,0.0,1.0,34.0,0.189049202,89.0,30.1,25.39,0.00125,0.0,1.0,0.0,1.0,35.0,0.20512531899999997,87.0,26.5,29.93,0.002395833,0.0,1.0,0.0,1.0
35,26.0,0.098405519,80.0,31.28,26.34,0.0,0.0,1.0,0.0,1.0,27.0,0.106773599,84.0,31.21,38.66,0.0,0.0,1.0,0.0,1.0,28.0,0.115853273,85.0,29.05,39.71,0.0,0.0,1.0,0.0,1.0,29.0,0.12570505199999998,83.0,30.13,28.26,0.0,0.0,1.0,0.0,1.0,30.0,0.136394594,93.0,29.66,23.72,0.0,0.0,1.0,0.0,1.0,31.0,0.147993139,95.0,30.96,31.29,0.0,0.0,1.0,0.0,1.0,32.0,0.160577985,99.0,32.08,30.2,0.0,0.0,1.0,0.0,1.0,33.0,0.174233005,95.0,30.53,22.76,0.001098901,0.0,1.0,0.0,1.0,34.0,0.189049202,89.0,30.1,25.39,0.00125,0.0,1.0,0.0,1.0,35.0,0.20512531899999997,87.0,26.5,29.93,0.002395833,0.0,1.0,0.0,1.0,36.0,0.222568493,85.0,26.68,19.87,0.0,0.0,1.0,0.0,1.0
36,27.0,0.106773599,84.0,31.21,38.66,0.0,0.0,1.0,0.0,1.0,28.0,0.115853273,85.0,29.05,39.71,0.0,0.0,1.0,0.0,1.0,29.0,0.12570505199999998,83.0,30.13,28.26,0.0,0.0,1.0,0.0,1.0,30.0,0.136394594,93.0,29.66,23.72,0.0,0.0,1.0,0.0,1.0,31.0,0.147993139,95.0,30.96,31.29,0.0,0.0,1.0,0.0,1.0,32.0,0.160577985,99.0,32.08,30.2,0.0,0.0,1.0,0.0,1.0,33.0,0.174233005,95.0,30.53,22.76,0.001098901,0.0,1.0,0.0,1.0,34.0,0.189049202,89.0,30.1,25.39,0.00125,0.0,1.0,0.0,1.0,35.0,0.20512531899999997,87.0,26.5,29.93,0.002395833,0.0,1.0,0.0,1.0,36.0,0.222568493,85.0,26.68,19.87,0.0,0.0,1.0,0.0,1.0,37.0,0.241494975,96.0,26.68,13.52,0.0,0.0,1.0,0.0,1.0
37,28.0,0.115853273,85.0,29.05,39.71,0.0,0.0,1.0,0.0,1.0,29.0,0.12570505199999998,83.0,30.13,28.26,0.0,0.0,1.0,0.0,1.0,30.0,0.136394594,93.0,29.66,23.72,0.0,0.0,1.0,0.0,1.0,31.0,0.147993139,95.0,30.96,31.29,0.0,0.0,1.0,0.0,1.0,32.0,0.160577985,99.0,32.08,30.2,0.0,0.0,1.0,0.0,1.0,33.0,0.174233005,95.0,30.53,22.76,0.001098901,0.0,1.0,0.0,1.0,34.0,0.189049202,89.0,30.1,25.39,0.00125,0.0,1.0,0.0,1.0,35.0,0.20512531899999997,87.0,26.5,29.93,0.002395833,0.0,1.0,0.0,1.0,36.0,0.222568493,85.0,26.68,19.87,0.0,0.0,1.0,0.0,1.0,37.0,0.241494975,96.0,26.68,13.52,0.0,0.0,1.0,0.0,1.0,38.0,0.26203089999999996,97.0,30.38,18.98,0.01,0.0,1.0,0.0,1.0
38,29.0,0.12570505199999998,83.0,30.13,28.26,0.0,0.0,1.0,0.0,1.0,30.0,0.136394594,93.0,29.66,23.72,0.0,0.0,1.0,0.0,1.0,31.0,0.147993139,95.0,30.96,31.29,0.0,0.0,1.0,0.0,1.0,32.0,0.160577985,99.0,32.08,30.2,0.0,0.0,1.0,0.0,1.0,33.0,0.174233005,95.0,30.53,22.76,0.001098901,0.0,1.0,0.0,1.0,34.0,0.189049202,89.0,30.1,25.39,0.00125,0.0,1.0,0.0,1.0,35.0,0.20512531899999997,87.0,26.5,29.93,0.002395833,0.0,1.0,0.0,1.0,36.0,0.222568493,85.0,26.68,19.87,0.0,0.0,1.0,0.0,1.0,37.0,0.241494975,96.0,26.68,13.52,0.0,0.0,1.0,0.0,1.0,38.0,0.26203089999999996,97.0,30.38,18.98,0.01,0.0,1.0,0.0,1.0,39.0,0.284313125,90.0,33.66,25.97,0.0,0.0,1.0,0.0,1.0
39,30.0,0.136394594,93.0,29.66,23.72,0.0,0.0,1.0,0.0,1.0,31.0,0.147993139,95.0,30.96,31.29,0.0,0.0,1.0,0.0,1.0,32.0,0.160577985,99.0,32.08,30.2,0.0,0.0,1.0,0.0,1.0,33.0,0.174233005,95.0,30.53,22.76,0.001098901,0.0,1.0,0.0,1.0,34.0,0.189049202,89.0,30.1,25.39,0.00125,0.0,1.0,0.0,1.0,35.0,0.20512531899999997,87.0,26.5,29.93,0.002395833,0.0,1.0,0.0,1.0,36.0,0.222568493,85.0,26.68,19.87,0.0,0.0,1.0,0.0,1.0,37.0,0.241494975,96.0,26.68,13.52,0.0,0.0,1.0,0.0,1.0,38.0,0.26203089999999996,97.0,30.38,18.98,0.01,0.0,1.0,0.0,1.0,39.0,0.284313125,90.0,33.66,25.97,0.0,0.0,1.0,0.0,1.0,40.0,0.30849015,87.0,33.41,27.61,0.0,0.0,1.0,0.0,1.0
40,31.0,0.147993139,95.0,30.96,31.29,0.0,0.0,1.0,0.0,1.0,32.0,0.160577985,99.0,32.08,30.2,0.0,0.0,1.0,0.0,1.0,33.0,0.174233005,95.0,30.53,22.76,0.001098901,0.0,1.0,0.0,1.0,34.0,0.189049202,89.0,30.1,25.39,0.00125,0.0,1.0,0.0,1.0,35.0,0.20512531899999997,87.0,26.5,29.93,0.002395833,0.0,1.0,0.0,1.0,36.0,0.222568493,85.0,26.68,19.87,0.0,0.0,1.0,0.0,1.0,37.0,0.241494975,96.0,26.68,13.52,0.0,0.0,1.0,0.0,1.0,38.0,0.26203089999999996,97.0,30.38,18.98,0.01,0.0,1.0,0.0,1.0,39.0,0.284313125,90.0,33.66,25.97,0.0,0.0,1.0,0.0,1.0,40.0,0.30849015,87.0,33.41,27.61,0.0,0.0,1.0,0.0,1.0,41.0,0.334723096,97.0,31.86,27.26,0.0,0.0,1.0,0.0,1.0
41,32.0,0.160577985,99.0,32.08,30.2,0.0,0.0,1.0,0.0,1.0,33.0,0.174233005,95.0,30.53,22.76,0.001098901,0.0,1.0,0.0,1.0,34.0,0.189049202,89.0,30.1,25.39,0.00125,0.0,1.0,0.0,1.0,35.0,0.20512531899999997,87.0,26.5,29.93,0.002395833,0.0,1.0,0.0,1.0,36.0,0.222568493,85.0,26.68,19.87,0.0,0.0,1.0,0.0,1.0,37.0,0.241494975,96.0,26.68,13.52,0.0,0.0,1.0,0.0,1.0,38.0,0.26203089999999996,97.0,30.38,18.98,0.01,0.0,1.0,0.0,1.0,39.0,0.284313125,90.0,33.66,25.97,0.0,0.0,1.0,0.0,1.0,40.0,0.30849015,87.0,33.41,27.61,0.0,0.0,1.0,0.0,1.0,41.0,0.334723096,97.0,31.86,27.26,0.0,0.0,1.0,0.0,1.0,42.0,0.36318678600000004,81.0,29.2,22.38,0.0,0.0,1.0,0.0,1.0
42,33.0,0.174233005,95.0,30.53,22.76,0.001098901,0.0,1.0,0.0,1.0,34.0,0.189049202,89.0,30.1,25.39,0.00125,0.0,1.0,0.0,1.0,35.0,0.20512531899999997,87.0,26.5,29.93,0.002395833,0.0,1.0,0.0,1.0,36.0,0.222568493,85.0,26.68,19.87,0.0,0.0,1.0,0.0,1.0,37.0,0.241494975,96.0,26.68,13.52,0.0,0.0,1.0,0.0,1.0,38.0,0.26203089999999996,97.0,30.38,18.98,0.01,0.0,1.0,0.0,1.0,39.0,0.284313125,90.0,33.66,25.97,0.0,0.0,1.0,0.0,1.0,40.0,0.30849015,87.0,33.41,27.61,0.0,0.0,1.0,0.0,1.0,41.0,0.334723096,97.0,31.86,27.26,0.0,0.0,1.0,0.0,1.0,42.0,0.36318678600000004,81.0,29.2,22.38,0.0,0.0,1.0,0.0,1.0,43.0,0.394070906,96.0,31.1,17.79,0.0,0.0,1.0,0.0,1.0
43,34.0,0.189049202,89.0,30.1,25.39,0.00125,0.0,1.0,0.0,1.0,35.0,0.20512531899999997,87.0,26.5,29.93,0.002395833,0.0,1.0,0.0,1.0,36.0,0.222568493,85.0,26.68,19.87,0.0,0.0,1.0,0.0,1.0,37.0,0.241494975,96.0,26.68,13.52,0.0,0.0,1.0,0.0,1.0,38.0,0.26203089999999996,97.0,30.38,18.98,0.01,0.0,1.0,0.0,1.0,39.0,0.284313125,90.0,33.66,25.97,0.0,0.0,1.0,0.0,1.0,40.0,0.30849015,87.0,33.41,27.61,0.0,0.0,1.0,0.0,1.0,41.0,0.334723096,97.0,31.86,27.26,0.0,0.0,1.0,0.0,1.0,42.0,0.36318678600000004,81.0,29.2,22.38,0.0,0.0,1.0,0.0,1.0,43.0,0.394070906,96.0,31.1,17.79,0.0,0.0,1.0,0.0,1.0,44.0,0.427581265,87.0,29.27,19.52,0.012916667,0.0,1.0,0.0,1.0
44,35.0,0.20512531899999997,87.0,26.5,29.93,0.002395833,0.0,1.0,0.0,1.0,36.0,0.222568493,85.0,26.68,19.87,0.0,0.0,1.0,0.0,1.0,37.0,0.241494975,96.0,26.68,13.52,0.0,0.0,1.0,0.0,1.0,38.0,0.26203089999999996,97.0,30.38,18.98,0.01,0.0,1.0,0.0,1.0,39.0,0.284313125,90.0,33.66,25.97,0.0,0.0,1.0,0.0,1.0,40.0,0.30849015,87.0,33.41,27.61,0.0,0.0,1.0,0.0,1.0,41.0,0.334723096,97.0,31.86,27.26,0.0,0.0,1.0,0.0,1.0,42.0,0.36318678600000004,81.0,29.2,22.38,0.0,0.0,1.0,0.0,1.0,43.0,0.394070906,96.0,31.1,17.79,0.0,0.0,1.0,0.0,1.0,44.0,0.427581265,87.0,29.27,19.52,0.012916667,0.0,1.0,0.0,1.0,45.0,0.463941169,88.0,29.95,20.22,0.0,0.0,1.0,0.0,1.0
45,36.0,0.222568493,85.0,26.68,19.87,0.0,0.0,1.0,0.0,1.0,37.0,0.241494975,96.0,26.68,13.52,0.0,0.0,1.0,0.0,1.0,38.0,0.26203089999999996,97.0,30.38,18.98,0.01,0.0,1.0,0.0,1.0,39.0,0.284313125,90.0,33.66,25.97,0.0,0.0,1.0,0.0,1.0,40.0,0.30849015,87.0,33.41,27.61,0.0,0.0,1.0,0.0,1.0,41.0,0.334723096,97.0,31.86,27.26,0.0,0.0,1.0,0.0,1.0,42.0,0.36318678600000004,81.0,29.2,22.38,0.0,0.0,1.0,0.0,1.0,43.0,0.394070906,96.0,31.1,17.79,0.0,0.0,1.0,0.0,1.0,44.0,0.427581265,87.0,29.27,19.52,0.012916667,0.0,1.0,0.0,1.0,45.0,0.463941169,88.0,29.95,20.22,0.0,0.0,1.0,0.0,1.0,46.0,0.503392898,95.0,32.29,34.51,0.0,0.0,1.0,0.0,1.0
46,37.0,0.241494975,96.0,26.68,13.52,0.0,0.0,1.0,0.0,1.0,38.0,0.26203089999999996,97.0,30.38,18.98,0.01,0.0,1.0,0.0,1.0,39.0,0.284313125,90.0,33.66,25.97,0.0,0.0,1.0,0.0,1.0,40.0,0.30849015,87.0,33.41,27.61,0.0,0.0,1.0,0.0,1.0,41.0,0.334723096,97.0,31.86,27.26,0.0,0.0,1.0,0.0,1.0,42.0,0.36318678600000004,81.0,29.2,22.38,0.0,0.0,1.0,0.0,1.0,43.0,0.394070906,96.0,31.1,17.79,0.0,0.0,1.0,0.0,1.0,44.0,0.427581265,87.0,29.27,19.52,0.012916667,0.0,1.0,0.0,1.0,45.0,0.463941169,88.0,29.95,20.22,0.0,0.0,1.0,0.0,1.0,46.0,0.503392898,95.0,32.29,34.51,0.0,0.0,1.0,0.0,1.0,47.0,0.54619932,84.0,29.95,32.71,0.0,0.0,1.0,0.0,1.0
47,38.0,0.26203089999999996,97.0,30.38,18.98,0.01,0.0,1.0,0.0,1.0,39.0,0.284313125,90.0,33.66,25.97,0.0,0.0,1.0,0.0,1.0,40.0,0.30849015,87.0,33.41,27.61,0.0,0.0,1.0,0.0,1.0,41.0,0.334723096,97.0,31.86,27.26,0.0,0.0,1.0,0.0,1.0,42.0,0.36318678600000004,81.0,29.2,22.38,0.0,0.0,1.0,0.0,1.0,43.0,0.394070906,96.0,31.1,17.79,0.0,0.0,1.0,0.0,1.0,44.0,0.427581265,87.0,29.27,19.52,0.012916667,0.0,1.0,0.0,1.0,45.0,0.463941169,88.0,29.95,20.22,0.0,0.0,1.0,0.0,1.0,46.0,0.503392898,95.0,32.29,34.51,0.0,0.0,1.0,0.0,1.0,47.0,0.54619932,84.0,29.95,32.71,0.0,0.0,1.0,0.0,1.0,48.0,0.592645628,91.0,28.66,22.97,0.0,0.0,1.0,0.0,1.0
48,39.0,0.284313125,90.0,33.66,25.97,0.0,0.0,1.0,0.0,1.0,40.0,0.30849015,87.0,33.41,27.61,0.0,0.0,1.0,0.0,1.0,41.0,0.334723096,97.0,31.86,27.26,0.0,0.0,1.0,0.0,1.0,42.0,0.36318678600000004,81.0,29.2,22.38,0.0,0.0,1.0,0.0,1.0,43.0,0.394070906,96.0,31.1,17.79,0.0,0.0,1.0,0.0,1.0,44.0,0.427581265,87.0,29.27,19.52,0.012916667,0.0,1.0,0.0,1.0,45.0,0.463941169,88.0,29.95,20.22,0.0,0.0,1.0,0.0,1.0,46.0,0.503392898,95.0,32.29,34.51,0.0,0.0,1.0,0.0,1.0,47.0,0.54619932,84.0,29.95,32.71,0.0,0.0,1.0,0.0,1.0,48.0,0.592645628,91.0,28.66,22.97,0.0,0.0,1.0,0.0,1.0,49.0,0.643041225,91.0,28.48,17.63,0.010625,0.0,1.0,0.0,1.0
